90,Which statement regarding CPM network representation is correct?,Activity arrows are drawn to scale,Arrow tail shows completion of activity,Arrow head indicates start of activity,None of these,D
91,Which is a limitation of bar charts?,Shows activity interdependence clearly,Shows project progress accurately,Handles uncertainties well,Does not show dependencies and uncertainties clearly,D
92,In the given network, activity 4-5 can begin only after completion of which activities?,3-4 only,2-4 only,2-3 only,Both 2-4 and 2-3 are completed,D
93,Which of the following does NOT represent a PERT event?,Site investigation starts,Sessional work finishes,Bus departs from Jaipur,Class is being attended,D
94,In PERT analysis, activity time estimates follow which probability distribution?,Normal distribution,Poisson distribution,Beta distribution,None of these,C
95,The beta distribution curve is divided into two equal areas by which time estimate?,Most likely time,Optimistic time,Pessimistic time,Expected time,D
96,According to Fulkerson’s numbering rule, which event sequence is correct for the given network?,1-2-3-4-5-6-7,1-3-2-4-5-6-7,1-2-3-5-6-4-7,1-3-2-5-6-4-7,B
97,With reference to the given network, which statement is incorrect?,Events 3 and 4 follow event 2,Event 7 can occur after event 4,Event 7 occurs before event 6,Event 5 follows event 3,B
98,For activity 2-4 in the network, the concurrent and preceding activities respectively are,1-2 and 4-7,2-3 and 1-2,2-3 and 4-7,1-2 and 3-6,B
99,Which of the following does not represent an activity?,Site identified,Foundation excavation in progress,Office cleaning work,Invitation dispatch,A
100,Earliest finish time of an activity is always,Greater than earliest event time of succeeding node,Less than earliest event time of succeeding node,Less than or equal to earliest event time of succeeding node,Greater than or equal to earliest event time of succeeding node,C
101,Which statement regarding activity timing is incorrect?,Earliest start equals early event time of starting node,Latest finish equals late event time of ending node,Latest start equals latest finish minus duration,None of these,D
102,From the given network, the earliest start time of activity 5-6 is,7,8,9,5,C
103,Latest start time of an activity is always,Greater than or equal to late event time of preceding node,Less than or equal to late event time of preceding node,Equal to late event time of preceding node,Less than late event time of preceding node,A
104,From the network shown, the latest start time of activity 4-5 is,2,4,8,7,B
105,In the given network, activity 6-8 can start only after completion of which?,4-6 only,3-5 only,2-3 only,Both 2-3 and 4-6,D
106,If time estimates (a,m,b) for activities A and B result in same expected time, which conclusion is correct?,Expected time of A is greater,Expected time of B is greater,Expected times of both are equal,None of these,C
107,For an activity with optimistic, most likely and pessimistic times of 2, 3 and 7, the expected time and variance are,3.5 and 5/6,5 and 25/36,3.5 and 25/36,4 and 5/6,C
108,Which statement about start float and finish float is incorrect?,They are always equal,Either can represent total float,They need not be equal,They are based on activity times,C
109,Free float is mainly useful to identify activities which can be delayed without affecting,Total float of preceding activities,Total float of succeeding activities,Project priorities,Either preceding or succeeding activities,B
110,If an activity has zero total float, then,Free float must be zero but independent float may not be,Independent float must be zero but free float may not be,Both free and independent float must be zero,Both need not be zero,C
111,Total float of an activity is the difference between,Latest finish and earliest start of successor,Latest start and earliest start,Latest start and earliest finish,Earliest finish and earliest start of successor,B
112,From the given network, the independent float of activity 3-5 is,0,1,2,None of these,B
113,In the given network, which path is the critical path?,1-2-3-4-5-6,1-2-4-5-6,1-2-3-5-6,1-2-4-3-5-6,A
114,Which statement regarding critical path is incorrect?,It begins at first event,It ends at last event,Critical activities govern project duration,Critical activity always has zero free float,D
115,Free float of an activity is defined as the difference between,Earliest finish and earliest start of successor,Latest start and earliest start,Latest finish and earliest start of successor,Earliest finish and latest start of successor,A
116,Critical path is generally,The longest path,The shortest path,Possibly longest,Possibly shortest,A
117,Independent float affects,Only preceding activities,Only succeeding activities,Only the activity itself,None of the above,C
118,For phone calls with minimum 6 min, most frequent 15 min and maximum 60 min, the expected duration is,15 minutes,20.143 minutes,21 minutes,27 minutes,C
119,The variance corresponding to the above activity duration is,81,54,36,9,A
120,The delay allowed without affecting preceding and succeeding activities is called,Total float,Free float,Interfering float,Independent float,D
121,The project duration during which direct cost remains constant is called,Crash time,Normal time,Optimistic time,Standard time,B
122,Minimum total project cost occurs at which duration?,Crash duration,Normal duration,Optimistic duration,Between normal and crash duration,D
123,At normal project duration, the direct cost is,Minimum,Maximum,Zero,Infinite,A
124,Reducing project time usually results in,Lower direct and higher indirect cost,Higher direct and lower indirect cost,Higher both costs,Lower both costs,B
125,Maximum economic benefit of crashing is obtained by crashing,Least cost critical activity,Least cost non-critical activity,Most expensive critical activity,Most expensive non-critical activity,A
126,Revising plans and rescheduling due to changes is called,Resource leveling,Resource smoothing,Updating,Critical path scheduling,C
127,Slack time is associated with,An activity,An event,Both activity and event,None of these,B
128,The normal completion time of the project in the given problem is,9 days,13 days,14 days,19 days,C
129,During resource smoothing, which constraint is maintained?,Resource availability,Project duration,Both resource and duration,None of these,B
130,Updating of a project may result in,Change in critical path,Reduction in completion time,Increase in completion time,All of these,D
131,Crash project duration is obtained by summing,Normal durations of all activities,Crash durations of all activities,Crash durations on critical path considering normal durations,Crash durations on critical path considering crash durations,D
132,Interfering float is equal to the difference between,Total float and free float,Total float and independent float,Free float and independent float,None of these,A
133,Assertion: Activity 5-7 is critical. Reason: Earliest and latest finish times are equal. Choose correct option,A true R false,A false R true,Both true,Both false,A
134,A 20-tonne tractor has drawbar pull 2500 kg at rolling resistance 30 kg/tonne. If resistance increases to 40 kg/tonne, drawbar pull will,Decrease by 200 kg,Increase by 200 kg,Increase by 250 kg,Decrease by 250 kg,A
135,Which earthmoving equipment has the shortest operating cycle?,Dragline,Hoe,Clamshell,Dipper shovel,D
136,Residual soils are mainly produced due to which process?,Glacial action,Wind action,Water transport,None of these,D
137,The moisture content of soil may,never exceed 100 percent,remain only between 0 and 100 percent,be negative,exceed 100 percent,D
138,Soil transported mainly due to gravity is known as,Loess,Talus,Drift,Dune sand,B
139,A soil mass in which all voids are filled with water is considered as,A single phase system,A two phase system consisting of soil and air,A two phase system consisting of soil and water,A three phase system,C
140,The possible range of degree of saturation (S) expressed in percentage is,S greater than zero,S less than zero,0 less than S less than 100,0 less than S less than or equal to 100,D
141,Constant head permeability tests are generally suitable for,Silt,Clay,Coarse sand,Fine sand,C
142,A soil has bulk unit weight 22 kN per cubic meter and water content of 10 percent. The dry unit weight is,18.6 kN per cubic meter,20.0 kN per cubic meter,22.0 kN per cubic meter,23.2 kN per cubic meter,B
143,If all void spaces in soil contain only air, the soil condition is called,Air entrained soil,Partially saturated soil,Dry soil,Dehydrated soil,C
144,The valid limits for percentage porosity (n) are,0 less than n less than 100,0 less than n less than 100,n greater than zero,n less than zero,A
145,Choose the correct statement regarding unit weight of soil,Dry unit weight is higher than wet unit weight,Dry unit weight is lower than total unit weight for dry soil,Unit weight increases after submergence,Unit weight decreases after submergence,D
146,The void ratio of soil can,Never exceed one,Be zero only,Have any value greater than zero,Remain only between zero and one,C
147,When volume of voids equals volume of solids, the porosity and void ratio respectively are,1.0 and 0.0,0.0 and 1.0,0.5 and 1.0,1.0 and 0.5,C
148,If the degree of saturation is zero, the soil system becomes,A single phase system,A two phase system of soil and air,A two phase system of soil and water,A three phase system,B
149,The density index (ID) lies within the range,ID greater than zero,ID greater than zero,0 less than ID less than 1,0 less than or equal to ID less than 1,D
150,If degree of saturation is 60 percent in partially saturated soil, the air content is,40 percent,60 percent,80 percent,100 percent,A
151,When a fully saturated soil has water content equal to 100 percent, the void ratio becomes,Less than specific gravity of soil,Equal to specific gravity of soil,Greater than specific gravity of soil,Independent of specific gravity,B
152,The ratio of volume of voids to total volume of soil mass is known as,Air content,Porosity,Percentage air voids,Void ratio,B
153,Relative density of dense compacted sand is approximately,0.4,0.6,0.95,1.20,C
154,When sand is at its densest possible state, its relative density is,Zero,One,Between zero and one,Greater than one,B
155,The most reliable laboratory method for determining soil water content is,Oven drying method,Sand bath method,Calcium carbide method,Pycnometer method,A
156,For quick field estimation of water content, the preferred method is,Oven drying method,Sand bath method,Alcohol method,Calcium carbide method,D
157,A pycnometer is mainly used for determining,Water content and void ratio,Specific gravity and dry density,Water content and specific gravity,Void ratio and dry density,C
158,Stokes law is applicable when particle size lies,Less than 0.0002 mm,Greater than 0.2 mm,Between 0.2 mm and 0.0002 mm,All of these,C
159,In hydrometer analysis, the corrections applied are,Both additive,Both subtractive,Meniscus additive and dispersing agent subtractive,Meniscus subtractive and dispersing agent additive,C
160,The main difference between hydrometer and pipette analysis lies in,Testing principle,Observation procedure,Preparation of soil suspension,All of these,B
161,Which parameter indicates range of particle sizes in soil?,Effective size,Uniformity coefficient,Coefficient of curvature,None of these,B
162,Identify the correct statement regarding grading of soil,Uniformity coefficient shows curve shape,Well graded soil has coefficients nearly equal to one,Well graded soil has particles of same size,None of these,D
163,Uniformity coefficient of soil is,Always less than one,Always equal to one,Equal to or less than one,Equal to or greater than one,D
164,As per Atterberg limits, soil with plasticity index between 7 and 17 is classified as,Low plasticity,Medium plasticity,High plasticity,Very high plasticity,B
165,If natural moisture content lies between liquid limit and plastic limit, soil is in,Liquid state,Plastic state,Semi solid state,Solid state,B
166,If plastic limit exceeds liquid limit, the plasticity index is taken as,Negative,Zero,Non plastic,One,B
167,Toughness index is defined as the ratio of,Plasticity index to consistency index,Plasticity index to flow index,Liquidity index to flow index,Consistency index to liquidity index,B
168,When plasticity index is zero, the soil type is generally,Sand,Silt,Clay,Clayey silt,A
169,Adding sand or silt to clay generally results in,Decrease in liquid limit and increase in plasticity index,Decrease in liquid limit with no change in plasticity index,Decrease in both liquid limit and plasticity index,Increase in both liquid limit and plasticity index,C
170,Select the correct statement regarding uniform and non uniform soils,Uniform soils are stronger and more stable,Uniform soils are less stable than non uniform soils,Uniformity coefficient has no effect,Poorly graded soil has higher uniformity coefficient,B
171,The water content marking transition from plastic state to liquid state is called,Liquid limit,Plastic limit,Shrinkage limit,Plasticity index,A
172,Which soil generally has the highest plasticity index?,Sand,Silt,Clay,Gravel,C
173,At liquid limit, soils possess,Same low shear strength,Same high shear strength,Different low shear strengths,Different high shear strengths,A
174,If the base of Casagrande device is softer than standard, the liquid limit value will,Always increase,Always decrease,May increase,May decrease,A
175,According to IS classification, silt particle size ranges from,4.75 mm to 2.00 mm,2.00 mm to 0.425 mm,0.425 mm to 0.075 mm,0.075 mm to 0.002 mm,D
176,Highway Research Board soil classification is based on,Particle size only,Plasticity only,Both particle size and plasticity,None of these,C
177,Inorganic soils with low compressibility are designated as,MH,SL,ML,CH,C
178,A fluid is defined as a substance that,Cannot experience shear force,Expands to fill any container,Has identical shear stress at a point,Cannot remain at rest under shear stress,Flows continuously,D
179,A fluid is a material that offers no resistance to change in,Pressure,Flow,Shape,Volume,Temperature,C
180,Real or practical fluids generally,Are viscous,Exhibit surface tension,Are compressible,Possess all these properties,Possess none of these properties,D
181,In a fluid at rest,Resistance to shear stress is small,Fluid pressure is zero,Linear deformation exists,Only normal stresses act,Viscosity is zero,D
182,A fluid is termed ideal when it is,Incompressible only,Non viscous only,Viscous and incompressible,Non viscous and compressible,Non viscous and incompressible,E
183,An ideal fluid flow must satisfy which relation?,Newton’s law of motion,Newton’s law of viscosity,Pascal’s law,Continuity equation,Boundary layer theory,D
184,A substance that offers no resistance to deformation is called,Fluid,Water,Gas,Perfect solid,Ideal fluid,E
185,Change in volume of fluid under applied pressure is referred to as,Volumetric strain,Volumetric index,Compressibility,Adhesion,Cohesion,C
186,Liquids generally,Cannot be compressed,Have definite volume,Are unaffected by pressure and temperature,Are non viscous,None of these,E
187,Water attains maximum density at temperature,0°C,0 K,4°C,100°C,20°C,C
188,For dynamic similarity between model and prototype, equality of which ratios is required?,Inertial to viscous force ratio,Inertial to gravitational force ratio,Inertial to surface tension ratio,All these force ratios,None of these,D
189,Mass density of water at 0°C in SI units is approximately,1,1000,100,101.9,91,D
190,The property causing attraction between molecules of the same fluid is called,Adhesion,Cohesion,Viscosity,Compressibility,Surface tension,B
191,Mercury does not wet glass mainly because of,Adhesion,Cohesion,Surface tension,Viscosity,Compressibility,C
192,The ability of a fluid to resist tensile stress is known as,Compressibility,Surface tension,Cohesion,Adhesion,Viscosity,C
193,Attraction between molecules of different substances is termed,Adhesion,Cohesion,Viscosity,Compressibility,Surface tension,A
194,Specific weight of water corresponds to standard conditions such as,Normal atmospheric pressure,Temperature of 4°C,Mean sea level,All of these,None of these,D
195,Specific weight of water in SI units is approximately,1000 N/m3,10000 N/m3,9.81 x 10^3 N/m3,9.81 x 10^6 N/m3,9.81 N/m3,C
196,Flow in which parameters do not change with time at any point is called,Quasi static flow,Steady flow,Laminar flow,Uniform flow,Static flow,D
197,Which among the following is dimensionless?,Specific weight,Specific volume,Specific speed,Specific gravity,Specific viscosity,D
198,Normal stress in a fluid remains equal in all directions only when the fluid is,Incompressible,Uniform in viscosity,Without viscosity,Frictionless,At rest,E
199,Pressure at a point is not equal in all directions when the fluid is,Moving,Viscous,Viscous and static,Non viscous and moving,Viscous and moving,E
200,A body of mass 10 kg shows weight 9.81 kg on a spring balance. The acceleration due to gravity is,10 m/s2,9.81 m/s2,10.2 m/s2,9.75 m/s2,9 m/s2,A
201,The tendency of a liquid surface to minimize its area is due to,Cohesion,Adhesion,Viscosity,Surface tension,Elasticity,D
202,Surface tension of mercury compared with water at normal temperature is,Higher,Lower,Same,Depends on tube size,None of these,A
203,A perfect gas,Has constant viscosity,Has zero viscosity,Is incompressible,Has only theoretical importance,None of these,E
204,At very high pressures, viscosity of most fluids,Remains constant,Increases,Decreases,Behaves irregularly,None of these,D
205,A fluid in equilibrium cannot sustain,Tensile stress,Compressive stress,Shear stress,Bending stress,All of these,C
206,Compared with mercury, viscosity of water is,Higher,Lower,Same,Depends on temperature,Unpredictable,A
207,With increase in pressure, bulk modulus of elasticity generally,Increases,Decreases,Remains constant,First increases then decreases,Unpredictable,A
208,Bulk modulus of elasticity,Has dimensions of inverse pressure,Increases with pressure,Is higher for more compressible fluids,Is independent of pressure and viscosity,Is proportional to flow,B
209,A balloon rising in air follows,Law of gravitation,Archimedes principle,Principle of buoyancy,All of these,Continuity equation,D
210,Approximate coefficient of compressibility for water at normal conditions is,1000,2100,2700,10000,21000,E
211,Increase in temperature causes,Increase in gas viscosity,Increase in liquid viscosity,Decrease in gas viscosity,Decrease in liquid viscosity,Both A and D,E
212,The SI unit of surface tension is,Newton per metre,Newton metre,Newton,Newton metre squared,None of these,A
213,Surface tension,Acts along the interface,Is same as capillarity,Depends on interface curvature,Decreases with lower temperature,Has no units,A
214,For a Newtonian fluid, the stress strain relation is,Linear,Parabolic,Hyperbolic,Inverse,None of these,A
215,A liquid compressed from 0.04 m3 at 50 kg/cm2 to 0.039 m3 at 150 kg/cm2 has bulk modulus approximately,400 kg/cm2,4000 kg/cm2,40 x 10^5 kg/cm2,40 x 10^6 kg/cm2,None of these,B
216,Unit of dynamic viscosity is,Metre squared per second,Kg sec per metre,Newton second per metre squared,Newton second per metre,None of these,B
217,Kinematic viscosity mainly depends on,Pressure,Distance,Level,Flow,Density,E
218,Surface tension may also be expressed as,Energy per unit area,Distance,Both of these,No units,None of these,C
219,Which instrument is not used for viscosity measurement?,Redwood viscometer,Saybolt viscometer,Engler viscometer,Orsat apparatus,None of these,D
220,Correct relation among viscosities is,Specific gravity equals gravity times density,Dynamic viscosity equals kinematic viscosity times density,Gravity equals specific gravity times density,Kinematic viscosity equals dynamic viscosity times density,Hydrostatic force equals surface tension times gravity,B
221,Dimensions of surface tension are,M L^0 T^-2,M L^0 T,M L T^-2,M L^2 T^-2,M L^0 T,A
222,For manometers, a suitable liquid combination should have,Higher surface tension,Lower surface tension,Surface tension not important,High density and viscosity,Low density and viscosity,A
223,If mercury is replaced by water in a barometer, 3.75 cm of mercury corresponds approximately to,51 cm,50 cm,52 cm,52.2 cm,51.7 cm,A
224,Identify the incorrect statement regarding alcohol used in manometers,It has low vapour pressure,It forms a suitable meniscus,Its density is low,It gives longer column for same pressure difference,It gives accurate readings,A
225,In a continuous flow sedimentation tank which design condition is generally followed?,Tank width is about 6 m,Length is about 4 to 5 times the width,Horizontal velocity is limited to about 0.3 m/min,All of the above,D
226,Asbestos cement sewer pipes are characterized by,Low weight,Limited resistance to high compressive loads,Possibility of corrosion due to sulphuric acid,All of the above,D
227,For proper sewer operation it is necessary that,A minimum velocity of about 0.45 m/s is maintained at low flow,A maximum velocity of about 0.90 m/s is maintained at peak flow,Both A and B,None of these,C
228,Choose the correct statement regarding sewer design,Small diameter sewers are designed to run full at maximum flow,Larger sewers run partially full at maximum discharge,Minimum design velocity is taken around 0.8 m/s,All of the above,D
229,Select the correct statement related to sewage flow design,Maximum daily flow may be taken as twice the average daily flow,Maximum daily flow may equal average flow,Sewers are designed considering minimum velocity at low flow,All of the above,D
230,Openings of size 15 cm × 15 cm in a standing baffle wall are usually spaced at,15 cm centre to centre,22.5 cm centre to centre,30 cm centre to centre,50 cm centre to centre,B
231,Internal pressure in sewer pipes refers to,Pressure exerted by sewage flowing full inside the pipe,Tensile stress developed due to internal pressure,Pipes designed to resist tensile forces,All of the above,D
232,Before building drainage pipes are commissioned, which test is commonly carried out?,Water test,Smoke test,Straightness test,All of the above,B
233,Sewage may be discharged without treatment when dilution factor is,Less than 150,Between 150 and 200,Between 200 and 300,Greater than 500,D
234,Which pump is commonly used to handle sewage containing solids without blockage?,Centrifugal pump,Pneumatic ejector,Reciprocating pump,None of these,A
